,University,Country,Financial Exposure
635,Queen's University Belfast,Turkey,105919.3581081081
637,Queen's University Belfast,UAE,1419083.8335422527
638,Queen's University Belfast,United States,3140819.09945579
639,Queen's University Belfast,Vietnam,220483.43050629814
640,Queen's University Belfast,Zimbabwe,52959.67905405405
641,The University of Birmingham,Afghanistan,155457.77777777778
642,The University of Birmingham,Albania,124811.06719367587
643,The University of Birmingham,Algeria,124811.06719367587
644,The University of Birmingham,Australia,202539.95608256478
645,The University of Birmingham,Austria,124811.06719367587
646,The University of Birmingham,Bahrain,624055.3359683794
647,The University of Birmingham,Bangladesh,996264.3126921388
648,The University of Birmingham,Belgium,249622.13438735175
649,The University of Birmingham,Botswana,124811.06719367587
650,The University of Birmingham,Brazil,124811.06719367587
651,The University of Birmingham,Brunei,124811.06719367587
652,The University of Birmingham,Bulgaria,499244.2687747035
653,The University of Birmingham,Cameroon,155457.77777777778
654,The University of Birmingham,Canada,4460327.483530961
655,The University of Birmingham,Cayman Islands,249622.13438735175
656,The University of Birmingham,China,127440147.12340799
657,The University of Birmingham,Croatia,124811.06719367587
658,The University of Birmingham,Cyprus (European Union),857242.0026350461
659,The University of Birmingham,Czech Republic,779513.1137461571
660,The University of Birmingham,Denmark,202539.95608256478
661,The University of Birmingham,Egypt,1106864.137022398
662,The University of Birmingham,Estonia,124811.06719367587
663,The University of Birmingham,Finland,124811.06719367587
664,The University of Birmingham,France,1714484.0052700923
665,The University of Birmingham,"Gambia, The",124811.06719367587
666,The University of Birmingham,Germany,934970.8915239349
667,The University of Birmingham,Ghana,793724.356609574
668,The University of Birmingham,Gibraltar,124811.06719367587
669,The University of Birmingham,Greece,1168157.5581906016
670,The University of Birmingham,Hong Kong (SAR),10665785.682916118
671,The University of Birmingham,Hungary,249622.13438735175
672,The University of Birmingham,India,14096485.480895914
673,The University of Birmingham,Indonesia,2039610.8036890647
675,The University of Birmingham,Iran,482808.80105401843
676,The University of Birmingham,Ireland,1057557.7338603425
677,The University of Birmingham,Israel,124811.06719367587
678,The University of Birmingham,Italy,1822859.604743083
679,The University of Birmingham,Ivory Coast,249622.13438735175
680,The University of Birmingham,Japan,1307179.8682476943
681,The University of Birmingham,Jordan,202539.95608256478
682,The University of Birmingham,Kazakhstan,405079.91216512956
683,The University of Birmingham,Kenya,1168157.5581906016
684,The University of Birmingham,Korea (North),124811.06719367587
685,The University of Birmingham,Korea (South),2694312.8502415456
686,The University of Birmingham,Kuwait,982053.0698287219
687,The University of Birmingham,Latvia,124811.06719367587
688,The University of Birmingham,Lebanon,280268.84497145365
689,The University of Birmingham,Libya,124811.06719367587
690,The University of Birmingham,Lithuania,624055.3359683794
691,The University of Birmingham,Luxembourg,124811.06719367587
692,The University of Birmingham,Macao (Special Administrative Region of China),124811.06719367587
693,The University of Birmingham,Malaysia,3040323.5660957396
694,The University of Birmingham,Malta,155457.77777777778
695,The University of Birmingham,Mauritius,124811.06719367587
696,The University of Birmingham,Mexico,124811.06719367587
697,The University of Birmingham,Morocco,124811.06719367587
698,The University of Birmingham,Myanmar (Burma),124811.06719367587
699,The University of Birmingham,Netherlands,405079.91216512956
700,The University of Birmingham,New Zealand,77728.88888888889
701,The University of Birmingham,Nigeria,5110581.080368906
702,The University of Birmingham,Norway,249622.13438735175
703,The University of Birmingham,Oman,1497732.8063241106
704,The University of Birmingham,Pakistan,887888.7132191479
705,The University of Birmingham,Panama,124811.06719367587
706,The University of Birmingham,Peru,249622.13438735175
707,The University of Birmingham,Philippines,124811.06719367587
708,The University of Birmingham,Poland,529890.9793588055
709,The University of Birmingham,Portugal,529890.9793588055
710,The University of Birmingham,Qatar,685348.7571365832
711,The University of Birmingham,Romania,3073194.50153711
712,The University of Birmingham,Russia,405079.91216512956
713,The University of Birmingham,Saudi,3629283.7417654805
714,The University of Birmingham,Sierra Leone,77728.88888888889
715,The University of Birmingham,Singapore,2479785.8761528325
716,The University of Birmingham,Slovakia,624055.3359683794
717,The University of Birmingham,South Africa,405079.91216512956
718,The University of Birmingham,Spain,1356486.2714097498
719,The University of Birmingham,Sri Lanka,405079.91216512956
720,The University of Birmingham,Sudan,124811.06719367587
721,The University of Birmingham,Sweden,327351.0232762406
722,The University of Birmingham,Switzerland,576973.1576635924
723,The University of Birmingham,Taiwan,1789988.669301713
724,The University of Birmingham,Tanzania,124811.06719367587
725,The University of Birmingham,Thailand,840806.534914361
726,The University of Birmingham,Trinidad & Tobago,327351.0232762406
727,The University of Birmingham,Turkey,1806424.137022398
729,The University of Birmingham,Uganda,357997.73386034253
730,The University of Birmingham,Ukraine,124811.06719367587
731,The University of Birmingham,UAE,3134487.9227053137
732,The University of Birmingham,United States,2458901.9587176107
733,The University of Birmingham,Uzbekistan,124811.06719367587
734,The University of Birmingham,Vietnam,560537.6899429073
735,The University of Birmingham,Zambia,202539.95608256478
736,The University of Birmingham,Zimbabwe,124811.06719367587
737,The University of Bristol,Algeria,139808.5808580858
738,The University of Bristol,Australia,287715.9419691969
739,The University of Bristol,Austria,279617.1617161716
740,The University of Bristol,Azerbaijan,139808.5808580858
741,The University of Bristol,Bahrain,279617.1617161716
742,The University of Bristol,Bangladesh,287715.9419691969
743,The University of Bristol,Barbados,147907.36111111112
744,The University of Bristol,Belgium,699042.9042904291
745,The University of Bristol,Bermuda,287715.9419691969
746,The University of Bristol,Brazil,427524.5228272827
747,The University of Bristol,Brunei,279617.1617161716
748,The University of Bristol,Bulgaria,699042.9042904291
749,The University of Bristol,Cambodia,139808.5808580858
750,The University of Bristol,Canada,1134666.207370737
751,The University of Bristol,Cayman Islands,139808.5808580858
752,The University of Bristol,Chile,287715.9419691969
753,The University of Bristol,China,112671494.01471397
754,The University of Bristol,Colombia,147907.36111111112
755,The University of Bristol,Cyprus (European Union),2664461.8165566553
756,The University of Bristol,Czech Republic,419425.7425742574
757,The University of Bristol,Denmark,139808.5808580858
758,The University of Bristol,Ecuador,139808.5808580858
759,The University of Bristol,Egypt,846950.2654015402
760,The University of Bristol,Estonia,139808.5808580858
761,The University of Bristol,Finland,279617.1617161716
762,The University of Bristol,France,4276309.886551155
763,The University of Bristol,Georgia,147907.36111111112
764,The University of Bristol,Germany,1488237.0496424641
765,The University of Bristol,Ghana,287715.9419691969
766,The University of Bristol,Gibraltar,139808.5808580858
767,The University of Bristol,Greece,3445557.181655666
768,The University of Bristol,Hong Kong (SAR),9867588.46259626
769,The University of Bristol,Hungary,279617.1617161716
770,The University of Bristol,India,15443315.650440045
771,The University of Bristol,Indonesia,1282573.568481848
773,The University of Bristol,Iran,287715.9419691969
774,The University of Bristol,Ireland,1216718.6681793178
775,The University of Bristol,Italy,1406184.5888338834
776,The University of Bristol,Jamaica,147907.36111111112
777,The University of Bristol,Japan,1438579.7098459848
778,The University of Bristol,Jordan,1406184.5888338834
779,The University of Bristol,Kazakhstan,723339.2450495049
780,The University of Bristol,Kenya,986758.846259626
781,The University of Bristol,Korea (South),2113326.2733773375
782,The University of Bristol,Kuwait,1545993.1696919692
783,The University of Bristol,Lebanon,287715.9419691969
784,The University of Bristol,Libya,147907.36111111112
785,The University of Bristol,Lithuania,419425.7425742574
786,The University of Bristol,Luxembourg,139808.5808580858
787,The University of Bristol,Macao (Special Administrative Region of China),139808.5808580858
788,The University of Bristol,Malaysia,8560718.553355336
789,The University of Bristol,Maldives,139808.5808580858
790,The University of Bristol,Mauritius,707141.6845434543
791,The University of Bristol,Mexico,147907.36111111112
792,The University of Bristol,Mongolia,139808.5808580858
793,The University of Bristol,Morocco,139808.5808580858
794,The University of Bristol,Myanmar (Burma),279617.1617161716
795,The University of Bristol,Netherlands,846950.2654015402
796,The University of Bristol,New Zealand,139808.5808580858
797,The University of Bristol,Nigeria,1446678.4900990098
798,The University of Bristol,Norway,559234.3234323432
799,The University of Bristol,Oman,427524.5228272827
800,The University of Bristol,Pakistan,846950.2654015402
801,The University of Bristol,Panama,279617.1617161716
802,The University of Bristol,Peru,287715.9419691969
803,The University of Bristol,Philippines,139808.5808580858
804,The University of Bristol,Poland,1817511.5511551155
805,The University of Bristol,Portugal,1126567.4271177119
806,The University of Bristol,Qatar,707141.6845434543
807,The University of Bristol,Romania,1825610.3314081407
808,The University of Bristol,Russia,1274474.7882288229
809,The University of Bristol,Saudi,1701999.3110561054
810,The University of Bristol,Singapore,5600442.014576457
811,The University of Bristol,Slovakia,419425.7425742574
812,The University of Bristol,South Africa,633188.0039878988
813,The University of Bristol,Spain,3651220.6628162814
814,The University of Bristol,Sri Lanka,707141.6845434543
815,The University of Bristol,Sudan,139808.5808580858
816,The University of Bristol,Sweden,559234.3234323432
817,The University of Bristol,Switzerland,1406184.5888338834
818,The University of Bristol,Taiwan,2046406.7147964798
819,The University of Bristol,Thailand,3000770.4400440045
820,The University of Bristol,Trinidad & Tobago,419425.7425742574
821,The University of Bristol,Turkey,1142764.9876237623
823,The University of Bristol,Uganda,279617.1617161716
824,The University of Bristol,Ukraine,279617.1617161716
825,The University of Bristol,UAE,3511412.081958196
826,The University of Bristol,United States,3642057.2242849283
827,The University of Bristol,Uzbekistan,147907.36111111112
828,The University of Bristol,Vietnam,855049.0456545654
829,The University of Bristol,Zimbabwe,139808.5808580858
830,The University of Cambridge,Armenia,165890.29411764705
831,The University of Cambridge,Australia,3553148.6609907122
832,The University of Cambridge,Austria,671278.1191950465
833,The University of Cambridge,Bahrain,165890.29411764705
834,The University of Cambridge,Bangladesh,173607.23684210528
835,The University of Cambridge,Belgium,1010775.6501547988
836,The University of Cambridge,Brazil,347214.47368421056
837,The University of Cambridge,Bulgaria,829451.4705882353
838,The University of Cambridge,Canada,3607167.2600619197
839,The University of Cambridge,Chile,347214.47368421056
840,The University of Cambridge,China,34933495.47213622
841,The University of Cambridge,Colombia,347214.47368421056
842,The University of Cambridge,Croatia,671278.1191950465
843,The University of Cambridge,Cyprus (European Union),1998400.4721362228
844,The University of Cambridge,Czech Republic,1003058.7074303406
845,The University of Cambridge,Denmark,1003058.7074303406
846,The University of Cambridge,Ecuador,173607.23684210528
847,The University of Cambridge,Egypt,347214.47368421056
848,The University of Cambridge,Estonia,331780.5882352941
849,The University of Cambridge,Finland,505387.8250773994
850,The University of Cambridge,France,4571641.253869969
851,The University of Cambridge,Georgia,173607.23684210528
852,The University of Cambridge,Germany,4926572.670278638
853,The University of Cambridge,Ghana,347214.47368421056
854,The University of Cambridge,Gibraltar,165890.29411764705
855,The University of Cambridge,Greece,1350273.1811145511
856,The University of Cambridge,Hong Kong (SAR),10709582.136222912
857,The University of Cambridge,Hungary,2993742.236842105
858,The University of Cambridge,Iceland,173607.23684210528
859,The University of Cambridge,India,7704288.459752321
860,The University of Cambridge,Indonesia,860319.2414860681
862,The University of Cambridge,Ireland,2029268.2430340557
863,The University of Cambridge,Israel,513104.7678018576
864,The University of Cambridge,Italy,2534656.068111455
865,The University of Cambridge,Japan,1871094.8916408669
866,The University of Cambridge,Jordan,165890.29411764705
867,The University of Cambridge,Kazakhstan,165890.29411764705
868,The University of Cambridge,Kenya,339497.53095975233
869,The University of Cambridge,Korea (South),2345614.9458204336
870,The University of Cambridge,Kuwait,173607.23684210528
871,The University of Cambridge,Latvia,331780.5882352941
872,The University of Cambridge,Lebanon,173607.23684210528
873,The University of Cambridge,Lithuania,1003058.7074303406
874,The University of Cambridge,Luxembourg,165890.29411764705
875,The University of Cambridge,Malaysia,4344015.417956656
876,The University of Cambridge,Mauritius,339497.53095975233
877,The University of Cambridge,Mexico,694428.9473684211
878,The University of Cambridge,Nepal,173607.23684210528
879,The University of Cambridge,Netherlands,1863377.9489164087
880,The University of Cambridge,New Zealand,1010775.6501547988
881,The University of Cambridge,Nigeria,686712.0046439628
882,The University of Cambridge,Norway,505387.8250773994
883,The University of Cambridge,Pakistan,1192099.8297213623
884,The University of Cambridge,Peru,513104.7678018576
885,The University of Cambridge,Philippines,173607.23684210528
886,The University of Cambridge,Poland,4170408.181114551
887,The University of Cambridge,Portugal,505387.8250773994
888,The University of Cambridge,Romania,2172007.708978328
889,The University of Cambridge,Russia,1184382.886996904
890,The University of Cambridge,Saudi,339497.53095975233
891,The University of Cambridge,Serbia,671278.1191950465
892,The University of Cambridge,Singapore,10505107.128482971
893,The University of Cambridge,Slovakia,671278.1191950465
894,The University of Cambridge,Slovenia,165890.29411764705
895,The University of Cambridge,South Africa,860319.2414860681
896,The University of Cambridge,Spain,2368765.773993808
897,The University of Cambridge,Sri Lanka,165890.29411764705
898,The University of Cambridge,Sweden,1003058.7074303406
899,The University of Cambridge,Switzerland,1516163.4752321981
900,The University of Cambridge,Taiwan,686712.0046439628
901,The University of Cambridge,Thailand,1855661.0061919505
902,The University of Cambridge,Turkey,339497.53095975233
904,The University of Cambridge,Ukraine,505387.8250773994
905,The University of Cambridge,UAE,671278.1191950465
906,The University of Cambridge,United States,16598759.500773994
907,The University of Cambridge,Vietnam,844885.3560371518
908,The University of Edinburgh,Albania,145791.0052910053
909,The University of Edinburgh,Argentina,145791.0052910053
910,The University of Edinburgh,Armenia,145791.0052910053
911,The University of Edinburgh,Australia,1357292.6282118936
912,The University of Edinburgh,Austria,1424370.911344
913,The University of Edinburgh,Azerbaijan,249008.1528973883
914,The University of Edinburgh,"Bahamas, The",197399.5790941968
915,The University of Edinburgh,Bahrain,747024.4586921649
916,The University of Edinburgh,Bangladesh,695415.8848889733
917,The University of Edinburgh,Belgium,2256543.0854054093
918,The University of Edinburgh,Bermuda,291582.0105820106
919,The University of Edinburgh,Bosnia and Herzegovina,145791.0052910053
920,The University of Edinburgh,Botswana,145791.0052910053
921,The University of Edinburgh,Brazil,601233.4534011596
922,The University of Edinburgh,Brunei,634772.5949672128
923,The University of Edinburgh,Bulgaria,832172.1740614094
924,The University of Edinburgh,Cameroon,145791.0052910053
925,The University of Edinburgh,Canada,9131989.212136243
926,The University of Edinburgh,Canary Islands,291582.0105820106
927,The University of Edinburgh,Cayman Islands,145791.0052910053
928,The University of Edinburgh,Chile,507051.0219133457
929,The University of Edinburgh,China,150450319.08527878
930,The University of Edinburgh,Colombia,455442.44811015425
931,The University of Edinburgh,Croatia,540590.1634793988
932,The University of Edinburgh,Cyprus (European Union),3963461.2912128503
933,The University of Edinburgh,Czech Republic,1955926.3587048294
934,The University of Edinburgh,Denmark,1612735.7743196273
935,The University of Edinburgh,Ecuador,154825.7214095745
936,The University of Edinburgh,Egypt,747024.4586921649
937,The University of Edinburgh,Estonia,634772.5949672128
938,The University of Edinburgh,Ethiopia,145791.0052910053
939,The University of Edinburgh,Finland,1466944.7690286222
940,The University of Edinburgh,France,5894883.224470196
941,The University of Edinburgh,Georgia,249008.1528973883
942,The University of Edinburgh,Germany,7956626.453689632
943,The University of Edinburgh,Ghana,549624.8795979681
944,The University of Edinburgh,Gibraltar,145791.0052910053
945,The University of Edinburgh,Greece,3784131.1443557916
946,The University of Edinburgh,Guatemala,103217.14760638299
947,The University of Edinburgh,Guyana,103217.14760638299
948,The University of Edinburgh,Hong Kong (SAR),10022204.95321119
949,The University of Edinburgh,Hungary,1758526.779610633
950,The University of Edinburgh,Iceland,103217.14760638299
951,The University of Edinburgh,India,14979227.761225797
952,The University of Edinburgh,Indonesia,2292681.949879686
954,The University of Edinburgh,Iran,249008.1528973883
955,The University of Edinburgh,Ireland,6705150.695992345
956,The University of Edinburgh,Israel,145791.0052910053
957,The University of Edinburgh,Italy,4667911.892220393
958,The University of Edinburgh,Jamaica,51608.573803191495
959,The University of Edinburgh,Japan,2429438.2390521225
960,The University of Edinburgh,Jordan,737989.7425735957
961,The University of Edinburgh,Kazakhstan,249008.1528973883
962,The University of Edinburgh,Kenya,1381797.0536593776
963,The University of Edinburgh,Korea (South),2806167.9650033773
964,The University of Edinburgh,Kuwait,695415.8848889733
965,The University of Edinburgh,Latvia,583164.0211640212
966,The University of Edinburgh,Lebanon,643807.3110857818
967,The University of Edinburgh,Lithuania,1749492.0634920634
968,The University of Edinburgh,Luxembourg,780563.600258218
969,The University of Edinburgh,Macao (Special Administrative Region of China),874746.0317460317
970,The University of Edinburgh,Malawi,352225.3005037713
971,The University of Edinburgh,Malaysia,12078748.736614179
972,The University of Edinburgh,Maldives,145791.0052910053
973,The University of Edinburgh,Malta,601233.4534011596
974,The University of Edinburgh,Mauritius,540590.1634793988
975,The University of Edinburgh,Mexico,1263110.1967240798
976,The University of Edinburgh,Morocco,145791.0052910053
977,The University of Edinburgh,Myanmar (Burma),446407.7319915851
978,The University of Edinburgh,Namibia,197399.5790941968
979,The University of Edinburgh,Nepal,300616.7267005798
980,The University of Edinburgh,Netherlands,2815202.6811219463
981,The University of Edinburgh,New Zealand,549624.8795979681
982,The University of Edinburgh,Nicaragua,103217.14760638299
983,The University of Edinburgh,Nigeria,1220536.3390394575
984,The University of Edinburgh,North Macedonia,145791.0052910053
985,The University of Edinburgh,Norway,4400834.307085866
986,The University of Edinburgh,Oman,394799.1581883936
987,The University of Edinburgh,Pakistan,1494048.9173843297
988,The University of Edinburgh,Panama,145791.0052910053
989,The University of Edinburgh,Paraguay,249008.1528973883
990,The University of Edinburgh,Peru,446407.7319915851
991,The University of Edinburgh,Philippines,446407.7319915851
992,The University of Edinburgh,Poland,5309119.480397952
993,The University of Edinburgh,Portugal,1466944.7690286222
994,The University of Edinburgh,Qatar,498016.3057947766
995,The University of Edinburgh,Romania,1363727.621422239
996,The University of Edinburgh,Russia,1964961.0748233986
997,The University of Edinburgh,Rwanda,300616.7267005798
998,The University of Edinburgh,Saudi,1254075.4806055105
999,The University of Edinburgh,Serbia,145791.0052910053
1000,The University of Edinburgh,Sierra Leone,51608.573803191495
1001,The University of Edinburgh,Singapore,6502551.671081701
1002,The University of Edinburgh,Slovakia,2435873.232262468
1003,The University of Edinburgh,Slovenia,832172.1740614094
1004,The University of Edinburgh,South Africa,4649842.459983255
1005,The University of Edinburgh,Spain,8844242.471856356
1006,The University of Edinburgh,Sri Lanka,498016.3057947766
1007,The University of Edinburgh,Sudan,197399.5790941968
1008,The University of Edinburgh,Sweden,2444907.9483810365
1009,The University of Edinburgh,Switzerland,3440940.5599705903
1010,The University of Edinburgh,Taiwan,2860376.261714793
1011,The University of Edinburgh,Tanzania,343190.5843852021
1012,The University of Edinburgh,Thailand,1846274.217888101
1013,The University of Edinburgh,Trinidad & Tobago,249008.1528973883
1014,The University of Edinburgh,Tunisia,145791.0052910053
1015,The University of Edinburgh,Turkey,2857776.538806569
1017,The University of Edinburgh,Uganda,103217.14760638299
1018,The University of Edinburgh,Ukraine,291582.0105820106
1019,The University of Edinburgh,UAE,4024104.5811346113
1020,The University of Edinburgh,United States,41674580.06692911
1021,The University of Edinburgh,Vietnam,394799.1581883936
1022,The University of Edinburgh,Zambia,789598.3163767871
1023,The University of Edinburgh,Zimbabwe,986997.8954709839
1024,The University of Exeter,Albania,131416.9741697417
1025,The University of Exeter,Angola,131416.9741697417
1026,The University of Exeter,Argentina,131416.9741697417
1027,The University of Exeter,Australia,394250.9225092251
1028,The University of Exeter,Austria,525667.8966789668
1029,The University of Exeter,Azerbaijan,394250.9225092251
1030,The University of Exeter,Bahrain,394758.0374083093
1031,The University of Exeter,Bangladesh,263848.1781376518
1032,The University of Exeter,Belgium,1051335.7933579336
1033,The University of Exeter,Bermuda,131416.9741697417
1034,The University of Exeter,Botswana,262833.9483394834
1035,The University of Exeter,Brazil,394250.9225092251
1036,The University of Exeter,Brunei,131416.9741697417
1037,The University of Exeter,Bulgaria,394250.9225092251
1038,The University of Exeter,Canada,1709942.0089038946
1039,The University of Exeter,Cayman Islands,394250.9225092251
1040,The University of Exeter,Chile,263341.0632385676
1041,The University of Exeter,China,53619065.47574585
1042,The University of Exeter,Colombia,394758.0374083093
1043,The University of Exeter,Croatia,263341.0632385676
1044,The University of Exeter,Cyprus (European Union),394250.9225092251
1045,The University of Exeter,Czech Republic,526175.011578051
1046,The University of Exeter,Denmark,131416.9741697417
1047,The University of Exeter,Ecuador,394250.9225092251
1048,The University of Exeter,Egypt,657591.9857477928
1049,The University of Exeter,Europe not otherwise specified,65962.04453441295
