University name - shortened,Course Name,Course Link,Duration,Qualification,Start Date,Mode of attendance, Fee,UG/PG,University name - HESA
King's College London,Business Management,https://www.kcl.ac.uk/study/undergraduate/courses/business-management-bsc,Three / four years (Optional Placement Year available),,2024,,"33,450",UG,King's College London
King's College London,Cardiovascular Medicine,https://www.kcl.ac.uk/study/undergraduate/courses/cardiovascular-medicine-ibsc,One year,,2024,,"33,450",UG,King's College London
King's College London,Chemistry,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-msci,4 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-bsc,3 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with a Year's Professional Placement,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-year-in-placement-bsc,4 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with a Year's Professional Placement,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-year-in-placement-msci,5 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with Biomedicine,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-biomedicine-msci,4 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with Biomedicine,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-biomedicine-bsc,3 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with Biomedicine with a Year's Professional Placement,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-biomedicine-with-year-in-placement-msci,5 years,,2024,,"33,450",UG,King's College London
King's College London,Chemistry with Biomedicine with a Year's Professional Placement,https://www.kcl.ac.uk/study/undergraduate/courses/chemistry-with-biomedicine-with-year-in-placement,4 years,,2024,,"33,450",UG,King's College London
King's College London,Classical Studies with English,https://www.kcl.ac.uk/study/undergraduate/courses/classical-studies-with-english-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Classics and the Ancient World,https://www.kcl.ac.uk/study/undergraduate/courses/classics-and-the-ancient-world-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Comparative Literature,https://www.kcl.ac.uk/study/undergraduate/courses/comparative-literature-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Comparative Literature with Film Studies,https://www.kcl.ac.uk/study/undergraduate/courses/comparative-literature-with-film-studies-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Computer Science,https://www.kcl.ac.uk/study/undergraduate/courses/computer-science-bsc,Three years,,2024,,"33,450",UG,King's College London
King's College London,Computer Science,https://www.kcl.ac.uk/study/undergraduate/courses/computer-science-msci,Four years,,2024,,"33,450",UG,King's College London
King's College London,Computer Science with a Year in Industry,https://www.kcl.ac.uk/study/undergraduate/courses/computer-science-with-a-year-in-industry-bsc,Four years,,2024,,"33,450",UG,King's College London
King's College London,Computer Science with Management,https://www.kcl.ac.uk/study/undergraduate/courses/computer-science-with-management-bsc,Three years,,2024,,"33,450",UG,King's College London
King's College London,Computer Science with Management & a Year in Industry,https://www.kcl.ac.uk/study/undergraduate/courses/computer-science-with-management-and-a-year-in-industry-bsc,Four years,,2024,,"33,450",UG,King's College London
King's College London,"Culture, Media & Creative Industries",https://www.kcl.ac.uk/study/undergraduate/courses/culture-media-creative-industries-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Dental Therapy & Hygiene,https://www.kcl.ac.uk/study/undergraduate/courses/dental-therapy-and-hygiene-bsc,Three years,,2024,,"54,313",UG,King's College London
King's College London,Dentistry,https://www.kcl.ac.uk/study/undergraduate/courses/dentistry-bds,Five years,,2024,,"54,313",UG,King's College London
King's College London,Dentistry Entry Programme for Medical Graduates,https://www.kcl.ac.uk/study/undergraduate/courses/dentistry-entry-programme-for-medical-graduates-bds,Three years,,2024,,"54,313",UG,King's College London
King's College London,Dentistry Graduate/Professional Entry Programme,https://www.kcl.ac.uk/study/undergraduate/courses/dentistry-graduate-professional-entry-bds,Four years,,2024,,"54,313",UG,King's College London
King's College London,Digital Media and Culture,https://www.kcl.ac.uk/study/undergraduate/courses/digital-media-culture-ba,Three years,,2024,,"25,284",UG,King's College London
King's College London,Economics,https://www.kcl.ac.uk/study/undergraduate/courses/economics-bsc,Three years,,2024,,"33,450",UG,King's College London
King's College London,Economics & Management,https://www.kcl.ac.uk/study/undergraduate/courses/economics-and-management-bsc,Three years (four years with placement),,2024,,"33,450",UG,King's College London
King's College London,Electronic Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/electronic-engineering-meng,Four years,,2024,,"33,450",UG,King's College London
King's College London,Electronic Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/electronic-engineering-beng,Three years,,2024,,"33,450",UG,King's College London
King's College London,English,https://www.kcl.ac.uk/study/undergraduate/courses/english-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,"English & Modern Languages (French, German, Portuguese or Spanish) with a year abroad",https://www.kcl.ac.uk/study/undergraduate/courses/english-and-modern-languages-with-a-year-abroad-ba,Four years,,2024,,"24,786",UG,King's College London
King's College London,English Language & Linguistics,https://www.kcl.ac.uk/study/undergraduate/courses/english-language-and-linguistics-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,English Law & French Law,https://www.kcl.ac.uk/study/undergraduate/courses/english-law-and-french-law-llb,Four years,,2024,,"10,944",UG,King's College London
King's College London,English Law & German Law,https://www.kcl.ac.uk/study/undergraduate/courses/english-law-and-german-law-llb,Four years,,2024,,"10,944",UG,King's College London
King's College London,English Law & Hong Kong Law,https://www.kcl.ac.uk/study/undergraduate/courses/english-law-and-hong-kong-law-llb-jd,Four years,,2024,,"10,944",UG,King's College London
King's College London,English Law & Spanish Law,https://www.kcl.ac.uk/study/undergraduate/courses/english-law-and-spanish-law-llb,Four years,,2024,,"10,944",UG,King's College London
King's College London,English with Film Studies,https://www.kcl.ac.uk/study/undergraduate/courses/english-with-film-studies-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Enhanced Support Dentistry Programme,https://www.kcl.ac.uk/study/undergraduate/courses/enhanced-support-dentistry-programme-bds,Five years,,2024,,"54,313",UG,King's College London
King's College London,European Politics,https://www.kcl.ac.uk/study/undergraduate/courses/european-politics-ba,Three years,,2024,,"27,996",UG,King's College London
King's College London,European Studies (French pathway) with a year abroad,https://www.kcl.ac.uk/study/undergraduate/courses/european-studies-french-pathway-with-a-year-abroad-ba,Four years,,2024,,"27,996",UG,King's College London
King's College London,European Studies (German pathway) with a year abroad,https://www.kcl.ac.uk/study/undergraduate/courses/european-studies-german-pathway-with-a-year-abroad-ba,Four years,,2024,,"27,996",UG,King's College London
King's College London,European Studies (Spanish pathway) with a year abroad,https://www.kcl.ac.uk/study/undergraduate/courses/european-studies-spanish-pathway-with-a-year-abroad-ba,Four years,,2024,,"27,996",UG,King's College London
King's College London,Extended Medical Degree Programme,https://www.kcl.ac.uk/study/undergraduate/courses/extended-medical-degree-programme-mbbs,Six years (seven if an optional intercalated degree is undertaken),,2024,,"29,472",UG,King's College London
King's College London,Film Studies,https://www.kcl.ac.uk/study/undergraduate/courses/film-studies-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,General Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/general-engineering-meng,Four years,,2024,,"33,450",UG,King's College London
King's College London,General Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/general-engineering-beng,Three years,,2024,,"33,450",UG,King's College London
King's College London,Geography,https://www.kcl.ac.uk/study/undergraduate/courses/geography-ba,Three years,,2024,,"25,284",UG,King's College London
King's College London,Geography and Environmental Science,https://www.kcl.ac.uk/study/undergraduate/courses/geography-bsc,Three years,,2024,,"25,284",UG,King's College London
King's College London,Global Health,https://www.kcl.ac.uk/study/undergraduate/courses/global-health-ibsc,One year,,2024,,"33,450",UG,King's College London
King's College London,Global Health & Social Medicine,https://www.kcl.ac.uk/study/undergraduate/courses/global-health-and-social-medicine-bsc,Three years full-time or four years with a year abroad,,2024,,"25,284",UG,King's College London
King's College London,Global Health & Social Science,https://www.kcl.ac.uk/study/undergraduate/courses/global-health-and-social-science-ba,Three years full-time or four years with a year abroad,,2024,,"33,450",UG,King's College London
King's College London,Healthcare Genetics and Genomics,https://www.kcl.ac.uk/study/undergraduate/courses/medical-genetics-ibsc,One year,,2024,,"33,450",UG,King's College London
King's College London,History,https://www.kcl.ac.uk/study/undergraduate/courses/history-ba,Three years,,2024,,"27,996",UG,King's College London
King's College London,"History & Modern Languages (French, German, Portuguese or Spanish) with a year abroad",https://www.kcl.ac.uk/study/undergraduate/courses/history-and-modern-languages-with-a-year-abroad-ba,Four years,,2024,,"24,786",UG,King's College London
King's College London,History & Political Economy,https://www.kcl.ac.uk/study/undergraduate/courses/history-political-economy,Three years,,2024,,"27,996",UG,King's College London
King's College London,History and International Relations,https://www.kcl.ac.uk/study/undergraduate/courses/history-and-international-relations,Three years,,2024,,"25,284",UG,King's College London
King's College London,"Infectious Disease, Autoimmunity and Immunotherapies",https://www.kcl.ac.uk/study/undergraduate/courses/infectious-disease-autoimmunity-and-immunotherapies-ibsc,One year,,2024,,"33,450",UG,King's College London
King's College London,International Development,https://www.kcl.ac.uk/study/undergraduate/courses/international-development-ba,"Three years full-time, or four years with a year abroad",,2024,,"25,284",UG,King's College London
King's College London,International Management,https://www.kcl.ac.uk/study/undergraduate/courses/international-management-bsc,Four years,,2024,,"33,450",UG,King's College London
